user_ID,group_ID,submit_time,start_time,end_time,wallclock_limit,job_status,node_count,tasks_requested
86,87,2012-02-08 13:42:55+00:00,2012-02-08 13:43:21+00:00,2012-02-08 14:04:57+00:00,0 days 01:00:00.000000000,COMPLETED,342,8208
86,87,2012-02-08 14:10:09+00:00,2012-02-08 14:10:17+00:00,2012-02-08 14:10:50+00:00,0 days 01:00:00.000000000,COMPLETED,171,4104
86,87,2012-02-08 14:10:59+00:00,2012-02-08 14:11:21+00:00,2012-02-08 14:11:24+00:00,0 days 01:00:00.000000000,COMPLETED,171,4104
86,87,2012-02-08 14:11:38+00:00,2012-02-08 14:11:53+00:00,2012-02-08 14:11:56+00:00,0 days 01:00:00.000000000,COMPLETED,171,4104
86,87,2012-02-08 14:14:30+00:00,2012-02-08 14:15:01+00:00,2012-02-08 14:31:04+00:00,0 days 01:00:00.000000000,COMPLETED,171,4104
46,46,2012-02-08 14:19:51+00:00,2012-02-08 14:20:15+00:00,2012-02-08 14:21:49+00:00,0 days 11:59:00.000000000,COMPLETED,188,4512
46,46,2012-02-08 14:22:27+00:00,2012-02-08 14:22:55+00:00,2012-02-08 21:06:09+00:00,0 days 11:59:00.000000000,COMPLETED,188,4512
102,103,2012-02-08 15:07:47+00:00,2012-02-08 15:07:58+00:00,2012-02-08 15:08:02+00:00,0 days 16:00:00.000000000,CANCELLED,150,3600
102,103,2012-02-08 15:08:47+00:00,2012-02-08 15:09:03+00:00,2012-02-08 15:09:06+00:00,0 days 16:00:00.000000000,COMPLETED,150,3600
102,103,2012-02-08 15:11:38+00:00,2012-02-08 15:11:40+00:00,2012-02-09 07:11:41+00:00,0 days 16:00:00.000000000,TIMEOUT,150,3600
23,23,2012-02-08 15:41:39+00:00,2012-02-08 15:41:44+00:00,2012-02-08 16:04:09+00:00,0 days 01:00:00.000000000,CANCELLED,6,144
45,45,2012-02-08 15:52:09+00:00,2012-02-08 15:52:39+00:00,2012-02-09 07:52:40+00:00,0 days 16:00:00.000000000,TIMEOUT,43,1032
23,23,2012-02-08 16:04:12+00:00,2012-02-08 16:04:34+00:00,2012-02-08 16:06:11+00:00,0 days 16:00:00.000000000,CANCELLED,6,144
23,23,2012-02-08 16:07:04+00:00,2012-02-08 16:07:12+00:00,2012-02-08 16:45:36+00:00,0 days 16:00:00.000000000,COMPLETED,7,168
