"timestamp","host_id","property_name","new_value"
389700,"AS0","energy_mix","Biomass:6.30;Fossil Brown coal/Lignite:12.78;Fossil Coal-derived gas:0.63;Fossil Gas:15.98;Fossil Hard coal:6.21;Fossil Oil:0.16;Geothermal:0.03;Hydro Pumped Storage:0.22;Hydro Run-of-river and pondage:1.63;Hydro Water Reservoir:0.01;Other renewable:0.11;Solar:21.54;Waste:1.24;Wind Offshore:9.31;Wind Onshore:23.36;Other:0.49"
390600,"AS0","energy_mix","Biomass:6.39;Fossil Brown coal/Lignite:12.98;Fossil Coal-derived gas:0.64;Fossil Gas:16.32;Fossil Hard coal:6.32;Fossil Oil:0.17;Geothermal:0.03;Hydro Pumped Storage:0.14;Hydro Run-of-river and pondage:1.66;Hydro Water Reservoir:0.01;Other renewable:0.11;Solar:21.16;Waste:1.26;Wind Offshore:9.17;Wind Onshore:23.16;Other:0.48"
391500,"AS0","energy_mix","Biomass:6.50;Fossil Brown coal/Lignite:13.18;Fossil Coal-derived gas:0.65;Fossil Gas:16.77;Fossil Hard coal:6.41;Fossil Oil:0.17;Geothermal:0.04;Hydro Pumped Storage:0.13;Hydro Run-of-river and pondage:1.69;Hydro Water Reservoir:0.01;Other renewable:0.11;Solar:20.32;Waste:1.27;Wind Offshore:8.88;Wind Onshore:23.39;Other:0.48"
392400,"AS0","energy_mix","Biomass:6.59;Fossil Brown coal/Lignite:13.70;Fossil Coal-derived gas:0.66;Fossil Gas:17.66;Fossil Hard coal:6.51;Fossil Oil:0.17;Geothermal:0.04;Hydro Pumped Storage:0.06;Hydro Run-of-river and pondage:1.72;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:19.28;Waste:1.29;Wind Offshore:8.44;Wind Onshore:23.27;Other:0.48"
393300,"AS0","energy_mix","Biomass:6.73;Fossil Brown coal/Lignite:14.15;Fossil Coal-derived gas:0.68;Fossil Gas:18.14;Fossil Hard coal:6.83;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.30;Hydro Run-of-river and pondage:1.76;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:18.15;Waste:1.31;Wind Offshore:8.02;Wind Onshore:23.09;Other:0.49"
394200,"AS0","energy_mix","Biomass:6.81;Fossil Brown coal/Lignite:14.50;Fossil Coal-derived gas:0.68;Fossil Gas:18.52;Fossil Hard coal:7.59;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.88;Hydro Run-of-river and pondage:1.78;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:16.46;Waste:1.29;Wind Offshore:7.75;Wind Onshore:22.89;Other:0.50"
395100,"AS0","energy_mix","Biomass:6.89;Fossil Brown coal/Lignite:15.04;Fossil Coal-derived gas:0.69;Fossil Gas:18.86;Fossil Hard coal:8.26;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:1.63;Hydro Run-of-river and pondage:1.82;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:14.63;Waste:1.30;Wind Offshore:7.48;Wind Onshore:22.56;Other:0.49"
396000,"AS0","energy_mix","Biomass:7.05;Fossil Brown coal/Lignite:15.83;Fossil Coal-derived gas:0.71;Fossil Gas:19.75;Fossil Hard coal:8.92;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:1.37;Hydro Run-of-river and pondage:1.85;Hydro Water Reservoir:0.02;Other renewable:0.12;Solar:12.59;Waste:1.33;Wind Offshore:7.51;Wind Onshore:22.20;Other:0.53"
396900,"AS0","energy_mix","Biomass:7.20;Fossil Brown coal/Lignite:16.48;Fossil Coal-derived gas:0.72;Fossil Gas:20.15;Fossil Hard coal:9.38;Fossil Oil:0.19;Geothermal:0.04;Hydro Pumped Storage:2.75;Hydro Run-of-river and pondage:1.89;Hydro Water Reservoir:0.05;Other renewable:0.13;Solar:10.25;Waste:1.33;Wind Offshore:6.97;Wind Onshore:21.96;Other:0.51"
397800,"AS0","energy_mix","Biomass:7.28;Fossil Brown coal/Lignite:16.66;Fossil Coal-derived gas:0.77;Fossil Gas:20.35;Fossil Hard coal:9.61;Fossil Oil:0.19;Geothermal:0.04;Hydro Pumped Storage:4.58;Hydro Run-of-river and pondage:1.88;Hydro Water Reservoir:0.10;Other renewable:0.13;Solar:7.64;Waste:1.36;Wind Offshore:6.82;Wind Onshore:22.08;Other:0.51"
398700,"AS0","energy_mix","Biomass:7.27;Fossil Brown coal/Lignite:16.65;Fossil Coal-derived gas:0.76;Fossil Gas:20.32;Fossil Hard coal:9.81;Fossil Oil:0.19;Geothermal:0.04;Hydro Pumped Storage:6.83;Hydro Run-of-river and pondage:1.86;Hydro Water Reservoir:0.23;Other renewable:0.13;Solar:5.22;Waste:1.37;Wind Offshore:6.60;Wind Onshore:22.19;Other:0.53"
399600,"AS0","energy_mix","Biomass:7.66;Fossil Brown coal/Lignite:17.25;Fossil Coal-derived gas:0.77;Fossil Gas:21.21;Fossil Hard coal:10.39;Fossil Oil:0.19;Geothermal:0.04;Hydro Pumped Storage:4.86;Hydro Run-of-river and pondage:1.92;Hydro Water Reservoir:0.27;Other renewable:0.13;Solar:3.08;Waste:1.44;Wind Offshore:6.59;Wind Onshore:23.64;Other:0.56"
400500,"AS0","energy_mix","Biomass:7.65;Fossil Brown coal/Lignite:17.15;Fossil Coal-derived gas:0.78;Fossil Gas:21.18;Fossil Hard coal:10.31;Fossil Oil:0.19;Geothermal:0.04;Hydro Pumped Storage:6.69;Hydro Run-of-river and pondage:1.94;Hydro Water Reservoir:0.27;Other renewable:0.13;Solar:1.30;Waste:1.43;Wind Offshore:6.36;Wind Onshore:24.02;Other:0.56"
401400,"AS0","energy_mix","Biomass:7.62;Fossil Brown coal/Lignite:17.03;Fossil Coal-derived gas:0.76;Fossil Gas:21.04;Fossil Hard coal:10.21;Fossil Oil:0.19;Geothermal:0.04;Hydro Pumped Storage:7.91;Hydro Run-of-river and pondage:1.91;Hydro Water Reservoir:0.31;Other renewable:0.13;Solar:0.31;Waste:1.41;Wind Offshore:6.21;Wind Onshore:24.37;Other:0.55"
402300,"AS0","energy_mix","Biomass:7.58;Fossil Brown coal/Lignite:16.85;Fossil Coal-derived gas:0.75;Fossil Gas:20.83;Fossil Hard coal:10.07;Fossil Oil:0.19;Geothermal:0.04;Hydro Pumped Storage:8.26;Hydro Run-of-river and pondage:1.90;Hydro Water Reservoir:0.34;Other renewable:0.13;Solar:0.05;Waste:1.40;Wind Offshore:6.33;Wind Onshore:24.73;Other:0.55"
403200,"AS0","energy_mix","Biomass:7.56;Fossil Brown coal/Lignite:16.70;Fossil Coal-derived gas:0.76;Fossil Gas:20.71;Fossil Hard coal:10.02;Fossil Oil:0.19;Geothermal:0.04;Hydro Pumped Storage:7.94;Hydro Run-of-river and pondage:1.91;Hydro Water Reservoir:0.38;Other renewable:0.13;Solar:0.00;Waste:1.41;Wind Offshore:6.08;Wind Onshore:25.65;Other:0.52"
404100,"AS0","energy_mix","Biomass:7.45;Fossil Brown coal/Lignite:16.41;Fossil Coal-derived gas:0.74;Fossil Gas:20.27;Fossil Hard coal:9.85;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:8.02;Hydro Run-of-river and pondage:1.87;Hydro Water Reservoir:0.54;Other renewable:0.12;Solar:0.00;Waste:1.39;Wind Offshore:6.07;Wind Onshore:26.51;Other:0.54"
405000,"AS0","energy_mix","Biomass:7.40;Fossil Brown coal/Lignite:16.24;Fossil Coal-derived gas:0.73;Fossil Gas:20.13;Fossil Hard coal:9.75;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:7.75;Hydro Run-of-river and pondage:1.86;Hydro Water Reservoir:0.52;Other renewable:0.12;Solar:0.00;Waste:1.36;Wind Offshore:6.11;Wind Onshore:27.28;Other:0.53"
405900,"AS0","energy_mix","Biomass:7.43;Fossil Brown coal/Lignite:16.24;Fossil Coal-derived gas:0.73;Fossil Gas:20.07;Fossil Hard coal:9.79;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:6.62;Hydro Run-of-river and pondage:1.84;Hydro Water Reservoir:0.41;Other renewable:0.12;Solar:0.00;Waste:1.29;Wind Offshore:6.21;Wind Onshore:28.49;Other:0.54"
406800,"AS0","energy_mix","Biomass:7.30;Fossil Brown coal/Lignite:15.95;Fossil Coal-derived gas:0.71;Fossil Gas:19.59;Fossil Hard coal:9.64;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:7.03;Hydro Run-of-river and pondage:1.81;Hydro Water Reservoir:0.43;Other renewable:0.12;Solar:0.00;Waste:1.25;Wind Offshore:6.27;Wind Onshore:29.17;Other:0.51"
407700,"AS0","energy_mix","Biomass:7.43;Fossil Brown coal/Lignite:16.23;Fossil Coal-derived gas:0.72;Fossil Gas:19.67;Fossil Hard coal:9.96;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:4.32;Hydro Run-of-river and pondage:1.81;Hydro Water Reservoir:0.63;Other renewable:0.12;Solar:0.00;Waste:1.24;Wind Offshore:6.19;Wind Onshore:30.93;Other:0.53"
408600,"AS0","energy_mix","Biomass:7.40;Fossil Brown coal/Lignite:16.16;Fossil Coal-derived gas:0.70;Fossil Gas:19.62;Fossil Hard coal:10.14;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:3.88;Hydro Run-of-river and pondage:1.80;Hydro Water Reservoir:0.47;Other renewable:0.12;Solar:0.00;Waste:1.19;Wind Offshore:5.87;Wind Onshore:31.93;Other:0.50"
409500,"AS0","energy_mix","Biomass:7.34;Fossil Brown coal/Lignite:16.10;Fossil Coal-derived gas:0.71;Fossil Gas:19.44;Fossil Hard coal:10.18;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:3.50;Hydro Run-of-river and pondage:1.79;Hydro Water Reservoir:0.27;Other renewable:0.12;Solar:0.00;Waste:1.02;Wind Offshore:5.65;Wind Onshore:33.16;Other:0.50"
410400,"AS0","energy_mix","Biomass:7.21;Fossil Brown coal/Lignite:15.82;Fossil Coal-derived gas:0.70;Fossil Gas:18.42;Fossil Hard coal:10.05;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:4.32;Hydro Run-of-river and pondage:1.74;Hydro Water Reservoir:0.46;Other renewable:0.12;Solar:0.00;Waste:0.93;Wind Offshore:5.52;Wind Onshore:33.99;Other:0.50"
411300,"AS0","energy_mix","Biomass:7.13;Fossil Brown coal/Lignite:15.71;Fossil Coal-derived gas:0.69;Fossil Gas:17.70;Fossil Hard coal:9.76;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:3.75;Hydro Run-of-river and pondage:1.72;Hydro Water Reservoir:0.70;Other renewable:0.12;Solar:0.00;Waste:0.93;Wind Offshore:6.05;Wind Onshore:35.04;Other:0.48"
412200,"AS0","energy_mix","Biomass:7.16;Fossil Brown coal/Lignite:15.87;Fossil Coal-derived gas:0.69;Fossil Gas:17.68;Fossil Hard coal:9.64;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:2.48;Hydro Run-of-river and pondage:1.73;Hydro Water Reservoir:0.30;Other renewable:0.12;Solar:0.00;Waste:0.93;Wind Offshore:6.10;Wind Onshore:36.57;Other:0.51"
413100,"AS0","energy_mix","Biomass:7.18;Fossil Brown coal/Lignite:15.85;Fossil Coal-derived gas:0.69;Fossil Gas:17.82;Fossil Hard coal:9.63;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.96;Hydro Run-of-river and pondage:1.71;Hydro Water Reservoir:0.17;Other renewable:0.12;Solar:0.00;Waste:0.93;Wind Offshore:6.23;Wind Onshore:37.97;Other:0.52"
414000,"AS0","energy_mix","Biomass:7.06;Fossil Brown coal/Lignite:15.32;Fossil Coal-derived gas:0.69;Fossil Gas:17.35;Fossil Hard coal:9.27;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.72;Hydro Run-of-river and pondage:1.70;Hydro Water Reservoir:0.16;Other renewable:0.12;Solar:0.00;Waste:0.91;Wind Offshore:6.96;Wind Onshore:39.05;Other:0.47"
414900,"AS0","energy_mix","Biomass:7.01;Fossil Brown coal/Lignite:15.12;Fossil Coal-derived gas:0.69;Fossil Gas:17.15;Fossil Hard coal:9.05;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.44;Hydro Run-of-river and pondage:1.68;Hydro Water Reservoir:0.10;Other renewable:0.12;Solar:0.00;Waste:0.92;Wind Offshore:7.13;Wind Onshore:39.90;Other:0.47"
415800,"AS0","energy_mix","Biomass:6.94;Fossil Brown coal/Lignite:14.79;Fossil Coal-derived gas:0.70;Fossil Gas:16.90;Fossil Hard coal:8.70;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.35;Hydro Run-of-river and pondage:1.66;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.91;Wind Offshore:7.52;Wind Onshore:40.69;Other:0.47"
416700,"AS0","energy_mix","Biomass:6.92;Fossil Brown coal/Lignite:14.63;Fossil Coal-derived gas:0.71;Fossil Gas:16.56;Fossil Hard coal:8.44;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.21;Hydro Run-of-river and pondage:1.67;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.91;Wind Offshore:7.62;Wind Onshore:41.50;Other:0.46"
417600,"AS0","energy_mix","Biomass:6.94;Fossil Brown coal/Lignite:14.25;Fossil Coal-derived gas:0.71;Fossil Gas:15.89;Fossil Hard coal:8.10;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.24;Hydro Run-of-river and pondage:1.69;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:7.82;Wind Onshore:42.64;Other:0.45"
418500,"AS0","energy_mix","Biomass:6.92;Fossil Brown coal/Lignite:13.88;Fossil Coal-derived gas:0.71;Fossil Gas:15.27;Fossil Hard coal:7.77;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.32;Hydro Run-of-river and pondage:1.69;Hydro Water Reservoir:0.06;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:8.24;Wind Onshore:43.46;Other:0.44"
419400,"AS0","energy_mix","Biomass:6.84;Fossil Brown coal/Lignite:13.68;Fossil Coal-derived gas:0.70;Fossil Gas:14.98;Fossil Hard coal:7.58;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.17;Hydro Run-of-river and pondage:1.67;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:8.65;Wind Onshore:44.01;Other:0.45"
420300,"AS0","energy_mix","Biomass:6.87;Fossil Brown coal/Lignite:13.40;Fossil Coal-derived gas:0.71;Fossil Gas:14.34;Fossil Hard coal:7.72;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.12;Hydro Run-of-river and pondage:1.69;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.92;Wind Offshore:8.67;Wind Onshore:44.76;Other:0.43"
421200,"AS0","energy_mix","Biomass:6.87;Fossil Brown coal/Lignite:13.39;Fossil Coal-derived gas:0.71;Fossil Gas:13.81;Fossil Hard coal:7.70;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.16;Hydro Run-of-river and pondage:1.70;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.92;Wind Offshore:9.52;Wind Onshore:44.41;Other:0.44"
422100,"AS0","energy_mix","Biomass:6.81;Fossil Brown coal/Lignite:13.29;Fossil Coal-derived gas:0.70;Fossil Gas:13.58;Fossil Hard coal:7.55;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.18;Hydro Run-of-river and pondage:1.70;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.92;Wind Offshore:9.86;Wind Onshore:44.62;Other:0.42"
423000,"AS0","energy_mix","Biomass:6.73;Fossil Brown coal/Lignite:12.99;Fossil Coal-derived gas:0.69;Fossil Gas:13.41;Fossil Hard coal:7.62;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.37;Hydro Run-of-river and pondage:1.67;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.92;Wind Offshore:10.13;Wind Onshore:44.70;Other:0.40"
423900,"AS0","energy_mix","Biomass:6.72;Fossil Brown coal/Lignite:12.35;Fossil Coal-derived gas:0.69;Fossil Gas:13.33;Fossil Hard coal:7.64;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.11;Hydro Run-of-river and pondage:1.67;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.91;Wind Offshore:10.20;Wind Onshore:45.60;Other:0.41"
424800,"AS0","energy_mix","Biomass:6.74;Fossil Brown coal/Lignite:11.77;Fossil Coal-derived gas:0.70;Fossil Gas:12.83;Fossil Hard coal:7.56;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.20;Hydro Run-of-river and pondage:1.68;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.92;Wind Offshore:10.42;Wind Onshore:46.43;Other:0.38"
425700,"AS0","energy_mix","Biomass:6.71;Fossil Brown coal/Lignite:11.45;Fossil Coal-derived gas:0.70;Fossil Gas:12.35;Fossil Hard coal:7.56;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.19;Hydro Run-of-river and pondage:1.69;Hydro Water Reservoir:0.02;Other renewable:0.12;Solar:0.00;Waste:0.92;Wind Offshore:10.60;Wind Onshore:47.08;Other:0.39"
426600,"AS0","energy_mix","Biomass:6.69;Fossil Brown coal/Lignite:11.19;Fossil Coal-derived gas:0.70;Fossil Gas:12.07;Fossil Hard coal:7.51;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.17;Hydro Run-of-river and pondage:1.70;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.92;Wind Offshore:10.34;Wind Onshore:47.95;Other:0.39"
427500,"AS0","energy_mix","Biomass:6.71;Fossil Brown coal/Lignite:11.14;Fossil Coal-derived gas:0.70;Fossil Gas:11.94;Fossil Hard coal:7.44;Fossil Oil:0.18;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.71;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.92;Wind Offshore:10.41;Wind Onshore:48.26;Other:0.40"
428400,"AS0","energy_mix","Biomass:6.75;Fossil Brown coal/Lignite:10.25;Fossil Coal-derived gas:0.68;Fossil Gas:11.99;Fossil Hard coal:7.29;Fossil Oil:0.31;Geothermal:0.04;Hydro Pumped Storage:0.07;Hydro Run-of-river and pondage:1.73;Hydro Water Reservoir:0.09;Other renewable:0.12;Solar:0.00;Waste:0.74;Wind Offshore:10.40;Wind Onshore:49.15;Other:0.39"
429300,"AS0","energy_mix","Biomass:6.75;Fossil Brown coal/Lignite:9.57;Fossil Coal-derived gas:0.64;Fossil Gas:11.85;Fossil Hard coal:7.23;Fossil Oil:0.34;Geothermal:0.04;Hydro Pumped Storage:0.01;Hydro Run-of-river and pondage:1.75;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:10.64;Wind Onshore:49.79;Other:0.36"
430200,"AS0","energy_mix","Biomass:6.75;Fossil Brown coal/Lignite:9.07;Fossil Coal-derived gas:0.65;Fossil Gas:11.73;Fossil Hard coal:7.28;Fossil Oil:0.34;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.73;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.91;Wind Offshore:10.72;Wind Onshore:50.29;Other:0.36"
431100,"AS0","energy_mix","Biomass:6.74;Fossil Brown coal/Lignite:8.75;Fossil Coal-derived gas:0.66;Fossil Gas:11.70;Fossil Hard coal:7.36;Fossil Oil:0.34;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.74;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:10.87;Wind Onshore:50.40;Other:0.37"
432000,"AS0","energy_mix","Biomass:6.77;Fossil Brown coal/Lignite:8.85;Fossil Coal-derived gas:0.66;Fossil Gas:11.69;Fossil Hard coal:7.24;Fossil Oil:0.34;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.75;Hydro Water Reservoir:0.01;Other renewable:0.13;Solar:0.00;Waste:0.91;Wind Offshore:10.64;Wind Onshore:50.62;Other:0.35"
432900,"AS0","energy_mix","Biomass:6.73;Fossil Brown coal/Lignite:8.68;Fossil Coal-derived gas:0.66;Fossil Gas:11.76;Fossil Hard coal:7.19;Fossil Oil:0.34;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.74;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.91;Wind Offshore:10.70;Wind Onshore:50.75;Other:0.37"
433800,"AS0","energy_mix","Biomass:6.69;Fossil Brown coal/Lignite:8.50;Fossil Coal-derived gas:0.64;Fossil Gas:11.87;Fossil Hard coal:7.03;Fossil Oil:0.33;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.72;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:10.69;Wind Onshore:51.09;Other:0.37"
434700,"AS0","energy_mix","Biomass:6.69;Fossil Brown coal/Lignite:8.45;Fossil Coal-derived gas:0.64;Fossil Gas:11.81;Fossil Hard coal:7.00;Fossil Oil:0.33;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.73;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:10.83;Wind Onshore:51.08;Other:0.37"
435600,"AS0","energy_mix","Biomass:6.68;Fossil Brown coal/Lignite:8.43;Fossil Coal-derived gas:0.62;Fossil Gas:11.46;Fossil Hard coal:7.02;Fossil Oil:0.33;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.73;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:10.94;Wind Onshore:51.35;Other:0.37"
436500,"AS0","energy_mix","Biomass:6.66;Fossil Brown coal/Lignite:8.39;Fossil Coal-derived gas:0.61;Fossil Gas:11.41;Fossil Hard coal:6.98;Fossil Oil:0.33;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.72;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.89;Wind Offshore:10.99;Wind Onshore:51.47;Other:0.38"
437400,"AS0","energy_mix","Biomass:6.65;Fossil Brown coal/Lignite:8.36;Fossil Coal-derived gas:0.65;Fossil Gas:11.41;Fossil Hard coal:7.10;Fossil Oil:0.33;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.72;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.89;Wind Offshore:10.89;Wind Onshore:51.48;Other:0.35"
438300,"AS0","energy_mix","Biomass:6.64;Fossil Brown coal/Lignite:8.33;Fossil Coal-derived gas:0.66;Fossil Gas:11.37;Fossil Hard coal:7.22;Fossil Oil:0.33;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.72;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.89;Wind Offshore:10.76;Wind Onshore:51.54;Other:0.37"
439200,"AS0","energy_mix","Biomass:6.66;Fossil Brown coal/Lignite:8.36;Fossil Coal-derived gas:0.64;Fossil Gas:11.50;Fossil Hard coal:7.29;Fossil Oil:0.34;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.72;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:10.14;Wind Onshore:51.93;Other:0.35"
440100,"AS0","energy_mix","Biomass:6.68;Fossil Brown coal/Lignite:8.37;Fossil Coal-derived gas:0.62;Fossil Gas:11.53;Fossil Hard coal:7.34;Fossil Oil:0.34;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.72;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:9.97;Wind Onshore:51.99;Other:0.37"
441000,"AS0","energy_mix","Biomass:6.69;Fossil Brown coal/Lignite:8.41;Fossil Coal-derived gas:0.65;Fossil Gas:11.64;Fossil Hard coal:7.39;Fossil Oil:0.34;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.74;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.90;Wind Offshore:9.62;Wind Onshore:52.09;Other:0.36"
441900,"AS0","energy_mix","Biomass:6.68;Fossil Brown coal/Lignite:8.49;Fossil Coal-derived gas:0.68;Fossil Gas:11.57;Fossil Hard coal:7.61;Fossil Oil:0.33;Geothermal:0.04;Hydro Pumped Storage:0.01;Hydro Run-of-river and pondage:1.71;Hydro Water Reservoir:0.01;Other renewable:0.12;Solar:0.00;Waste:0.89;Wind Offshore:9.63;Wind Onshore:51.86;Other:0.37"
442800,"AS0","energy_mix","Biomass:6.55;Fossil Brown coal/Lignite:8.46;Fossil Coal-derived gas:0.63;Fossil Gas:11.67;Fossil Hard coal:7.79;Fossil Oil:0.33;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.67;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.87;Wind Offshore:10.35;Wind Onshore:51.10;Other:0.39"
443700,"AS0","energy_mix","Biomass:6.52;Fossil Brown coal/Lignite:8.49;Fossil Coal-derived gas:0.61;Fossil Gas:11.69;Fossil Hard coal:7.94;Fossil Oil:0.33;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.67;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.86;Wind Offshore:10.34;Wind Onshore:50.97;Other:0.39"
444600,"AS0","energy_mix","Biomass:6.49;Fossil Brown coal/Lignite:8.47;Fossil Coal-derived gas:0.66;Fossil Gas:11.76;Fossil Hard coal:8.05;Fossil Oil:0.33;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.67;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.87;Wind Offshore:10.27;Wind Onshore:50.87;Other:0.37"
445500,"AS0","energy_mix","Biomass:6.47;Fossil Brown coal/Lignite:8.52;Fossil Coal-derived gas:0.71;Fossil Gas:11.90;Fossil Hard coal:8.31;Fossil Oil:0.32;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.65;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.86;Wind Offshore:9.97;Wind Onshore:50.72;Other:0.38"
446400,"AS0","energy_mix","Biomass:6.54;Fossil Brown coal/Lignite:9.02;Fossil Coal-derived gas:0.68;Fossil Gas:12.86;Fossil Hard coal:8.82;Fossil Oil:0.36;Geothermal:0.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:1.65;Hydro Water Reservoir:0.03;Other renewable:0.12;Solar:0.00;Waste:0.87;Wind Offshore:8.60;Wind Onshore:50.01;Other:0.40"
