"timestamp","host_id","property_name","new_value"
139500,"AS0","energy_mix","Biomass:1.72;Fossil Brown coal/Lignite:23.77;Fossil Coal-derived gas:0.59;Fossil Gas:15.45;Fossil Hard coal:46.28;Fossil Oil:0.95;Hydro Pumped Storage:2.90;Hydro Run-of-river and pondage:0.35;Hydro Water Reservoir:0.55;Other renewable:0.31;Solar:0.64;Wind Onshore:3.55;Other:2.94"
140400,"AS0","energy_mix","Biomass:1.70;Fossil Brown coal/Lignite:23.63;Fossil Coal-derived gas:0.59;Fossil Gas:15.29;Fossil Hard coal:46.00;Fossil Oil:0.95;Hydro Pumped Storage:2.94;Hydro Run-of-river and pondage:0.41;Hydro Water Reservoir:0.93;Other renewable:0.31;Solar:0.49;Wind Onshore:3.80;Other:2.96"
141300,"AS0","energy_mix","Biomass:1.68;Fossil Brown coal/Lignite:23.64;Fossil Coal-derived gas:0.58;Fossil Gas:15.37;Fossil Hard coal:46.12;Fossil Oil:0.94;Hydro Pumped Storage:2.92;Hydro Run-of-river and pondage:0.41;Hydro Water Reservoir:0.93;Other renewable:0.30;Solar:0.00;Wind Onshore:4.20;Other:2.91"
142200,"AS0","energy_mix","Biomass:1.68;Fossil Brown coal/Lignite:23.67;Fossil Coal-derived gas:0.59;Fossil Gas:15.36;Fossil Hard coal:45.91;Fossil Oil:0.94;Hydro Pumped Storage:2.93;Hydro Run-of-river and pondage:0.41;Hydro Water Reservoir:0.69;Other renewable:0.30;Solar:0.00;Wind Onshore:4.61;Other:2.91"
143100,"AS0","energy_mix","Biomass:1.68;Fossil Brown coal/Lignite:23.53;Fossil Coal-derived gas:0.59;Fossil Gas:15.29;Fossil Hard coal:45.78;Fossil Oil:0.94;Hydro Pumped Storage:2.81;Hydro Run-of-river and pondage:0.40;Hydro Water Reservoir:0.77;Other renewable:0.31;Solar:0.00;Wind Onshore:4.97;Other:2.93"
144000,"AS0","energy_mix","Biomass:1.70;Fossil Brown coal/Lignite:23.41;Fossil Coal-derived gas:0.60;Fossil Gas:15.59;Fossil Hard coal:45.48;Fossil Oil:0.95;Hydro Pumped Storage:2.88;Hydro Run-of-river and pondage:0.41;Hydro Water Reservoir:0.64;Other renewable:0.31;Solar:0.00;Wind Onshore:5.09;Other:2.94"
144900,"AS0","energy_mix","Biomass:1.72;Fossil Brown coal/Lignite:23.62;Fossil Coal-derived gas:0.61;Fossil Gas:15.77;Fossil Hard coal:45.19;Fossil Oil:0.96;Hydro Pumped Storage:2.63;Hydro Run-of-river and pondage:0.42;Hydro Water Reservoir:0.51;Other renewable:0.31;Solar:0.00;Wind Onshore:5.28;Other:2.98"
145800,"AS0","energy_mix","Biomass:1.70;Fossil Brown coal/Lignite:23.42;Fossil Coal-derived gas:0.61;Fossil Gas:15.69;Fossil Hard coal:44.95;Fossil Oil:0.96;Hydro Pumped Storage:2.63;Hydro Run-of-river and pondage:0.42;Hydro Water Reservoir:0.73;Other renewable:0.31;Solar:0.00;Wind Onshore:5.61;Other:2.97"
146700,"AS0","energy_mix","Biomass:1.69;Fossil Brown coal/Lignite:23.50;Fossil Coal-derived gas:0.61;Fossil Gas:15.42;Fossil Hard coal:44.92;Fossil Oil:0.96;Hydro Pumped Storage:2.53;Hydro Run-of-river and pondage:0.42;Hydro Water Reservoir:0.73;Other renewable:0.31;Solar:0.00;Wind Onshore:5.91;Other:3.00"
147600,"AS0","energy_mix","Biomass:1.67;Fossil Brown coal/Lignite:23.51;Fossil Coal-derived gas:0.61;Fossil Gas:15.60;Fossil Hard coal:44.93;Fossil Oil:0.97;Hydro Pumped Storage:2.34;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.59;Other renewable:0.31;Solar:0.00;Wind Onshore:6.13;Other:2.98"
148500,"AS0","energy_mix","Biomass:1.66;Fossil Brown coal/Lignite:23.36;Fossil Coal-derived gas:0.60;Fossil Gas:15.62;Fossil Hard coal:45.59;Fossil Oil:0.97;Hydro Pumped Storage:1.70;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.38;Other renewable:0.31;Solar:0.00;Wind Onshore:6.46;Other:2.99"
149400,"AS0","energy_mix","Biomass:1.64;Fossil Brown coal/Lignite:23.31;Fossil Coal-derived gas:0.59;Fossil Gas:15.59;Fossil Hard coal:45.58;Fossil Oil:0.96;Hydro Pumped Storage:1.69;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.38;Other renewable:0.31;Solar:0.00;Wind Onshore:6.58;Other:3.01"
150300,"AS0","energy_mix","Biomass:1.65;Fossil Brown coal/Lignite:23.23;Fossil Coal-derived gas:0.59;Fossil Gas:15.73;Fossil Hard coal:45.45;Fossil Oil:0.97;Hydro Pumped Storage:1.70;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.38;Other renewable:0.31;Solar:0.00;Wind Onshore:6.63;Other:3.00"
151200,"AS0","energy_mix","Biomass:1.57;Fossil Brown coal/Lignite:23.48;Fossil Coal-derived gas:0.60;Fossil Gas:16.05;Fossil Hard coal:44.96;Fossil Oil:0.97;Hydro Pumped Storage:1.56;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.28;Other renewable:0.31;Solar:0.00;Wind Onshore:6.91;Other:3.01"
152100,"AS0","energy_mix","Biomass:1.58;Fossil Brown coal/Lignite:23.44;Fossil Coal-derived gas:0.62;Fossil Gas:15.98;Fossil Hard coal:44.97;Fossil Oil:0.97;Hydro Pumped Storage:1.55;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.27;Other renewable:0.31;Solar:0.00;Wind Onshore:6.98;Other:3.03"
153000,"AS0","energy_mix","Biomass:1.57;Fossil Brown coal/Lignite:23.40;Fossil Coal-derived gas:0.62;Fossil Gas:15.92;Fossil Hard coal:44.83;Fossil Oil:0.97;Hydro Pumped Storage:1.34;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.28;Other renewable:0.32;Solar:0.00;Wind Onshore:7.42;Other:3.03"
153900,"AS0","energy_mix","Biomass:1.57;Fossil Brown coal/Lignite:23.42;Fossil Coal-derived gas:0.62;Fossil Gas:15.31;Fossil Hard coal:45.07;Fossil Oil:0.97;Hydro Pumped Storage:1.35;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.26;Other renewable:0.31;Solar:0.00;Wind Onshore:7.79;Other:3.03"
154800,"AS0","energy_mix","Biomass:1.58;Fossil Brown coal/Lignite:23.38;Fossil Coal-derived gas:0.62;Fossil Gas:15.77;Fossil Hard coal:45.02;Fossil Oil:0.98;Hydro Pumped Storage:0.66;Hydro Run-of-river and pondage:0.25;Hydro Water Reservoir:0.23;Other renewable:0.31;Solar:0.00;Wind Onshore:8.17;Other:3.03"
155700,"AS0","energy_mix","Biomass:1.58;Fossil Brown coal/Lignite:23.37;Fossil Coal-derived gas:0.64;Fossil Gas:15.62;Fossil Hard coal:44.73;Fossil Oil:0.98;Hydro Pumped Storage:0.66;Hydro Run-of-river and pondage:0.25;Hydro Water Reservoir:0.10;Other renewable:0.31;Solar:0.00;Wind Onshore:8.76;Other:3.00"
156600,"AS0","energy_mix","Biomass:1.60;Fossil Brown coal/Lignite:23.64;Fossil Coal-derived gas:0.65;Fossil Gas:15.04;Fossil Hard coal:44.53;Fossil Oil:0.99;Hydro Pumped Storage:0.67;Hydro Run-of-river and pondage:0.25;Hydro Water Reservoir:0.10;Other renewable:0.32;Solar:0.00;Wind Onshore:9.17;Other:3.04"
157500,"AS0","energy_mix","Biomass:1.64;Fossil Brown coal/Lignite:24.03;Fossil Coal-derived gas:0.67;Fossil Gas:13.54;Fossil Hard coal:45.05;Fossil Oil:1.02;Hydro Pumped Storage:0.56;Hydro Run-of-river and pondage:0.26;Hydro Water Reservoir:0.10;Other renewable:0.33;Solar:0.00;Wind Onshore:9.68;Other:3.12"
158400,"AS0","energy_mix","Biomass:1.68;Fossil Brown coal/Lignite:23.73;Fossil Coal-derived gas:0.69;Fossil Gas:13.10;Fossil Hard coal:46.04;Fossil Oil:1.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.26;Hydro Water Reservoir:0.10;Other renewable:0.33;Solar:0.00;Wind Onshore:9.85;Other:3.18"
159300,"AS0","energy_mix","Biomass:1.73;Fossil Brown coal/Lignite:22.37;Fossil Coal-derived gas:0.70;Fossil Gas:13.07;Fossil Hard coal:47.49;Fossil Oil:1.07;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.27;Hydro Water Reservoir:0.11;Other renewable:0.34;Solar:0.00;Wind Onshore:9.55;Other:3.30"
160200,"AS0","energy_mix","Biomass:1.76;Fossil Brown coal/Lignite:22.27;Fossil Coal-derived gas:0.71;Fossil Gas:13.81;Fossil Hard coal:46.74;Fossil Oil:1.10;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.11;Other renewable:0.35;Solar:0.00;Wind Onshore:9.54;Other:3.33"
161100,"AS0","energy_mix","Biomass:1.77;Fossil Brown coal/Lignite:22.38;Fossil Coal-derived gas:0.71;Fossil Gas:14.60;Fossil Hard coal:45.88;Fossil Oil:1.09;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.27;Hydro Water Reservoir:0.11;Other renewable:0.35;Solar:0.00;Wind Onshore:9.50;Other:3.34"
162000,"AS0","energy_mix","Biomass:1.73;Fossil Brown coal/Lignite:22.48;Fossil Coal-derived gas:0.70;Fossil Gas:15.54;Fossil Hard coal:44.72;Fossil Oil:1.07;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.27;Hydro Water Reservoir:0.11;Other renewable:0.34;Solar:0.00;Wind Onshore:9.76;Other:3.28"
162900,"AS0","energy_mix","Biomass:1.75;Fossil Brown coal/Lignite:22.34;Fossil Coal-derived gas:0.69;Fossil Gas:15.79;Fossil Hard coal:44.39;Fossil Oil:1.08;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.27;Hydro Water Reservoir:0.11;Other renewable:0.35;Solar:0.00;Wind Onshore:9.92;Other:3.31"
163800,"AS0","energy_mix","Biomass:1.75;Fossil Brown coal/Lignite:21.83;Fossil Coal-derived gas:0.71;Fossil Gas:16.63;Fossil Hard coal:44.13;Fossil Oil:1.09;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.27;Hydro Water Reservoir:0.11;Other renewable:0.35;Solar:0.00;Wind Onshore:9.82;Other:3.31"
164700,"AS0","energy_mix","Biomass:1.78;Fossil Brown coal/Lignite:20.88;Fossil Coal-derived gas:0.73;Fossil Gas:17.10;Fossil Hard coal:44.45;Fossil Oil:1.09;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.27;Hydro Water Reservoir:0.11;Other renewable:0.35;Solar:0.00;Wind Onshore:9.89;Other:3.35"
165600,"AS0","energy_mix","Biomass:1.79;Fossil Brown coal/Lignite:19.72;Fossil Coal-derived gas:0.75;Fossil Gas:17.42;Fossil Hard coal:44.75;Fossil Oil:1.11;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.11;Other renewable:0.36;Solar:0.00;Wind Onshore:10.29;Other:3.42"
166500,"AS0","energy_mix","Biomass:1.86;Fossil Brown coal/Lignite:19.34;Fossil Coal-derived gas:0.77;Fossil Gas:17.40;Fossil Hard coal:44.45;Fossil Oil:1.15;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.11;Other renewable:0.36;Solar:0.00;Wind Onshore:10.77;Other:3.50"
167400,"AS0","energy_mix","Biomass:1.86;Fossil Brown coal/Lignite:18.69;Fossil Coal-derived gas:0.78;Fossil Gas:18.05;Fossil Hard coal:44.54;Fossil Oil:1.15;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.12;Other renewable:0.37;Solar:0.00;Wind Onshore:10.64;Other:3.51"
168300,"AS0","energy_mix","Biomass:1.90;Fossil Brown coal/Lignite:18.47;Fossil Coal-derived gas:0.80;Fossil Gas:18.21;Fossil Hard coal:44.42;Fossil Oil:1.18;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.12;Other renewable:0.38;Solar:0.00;Wind Onshore:10.62;Other:3.60"
169200,"AS0","energy_mix","Biomass:1.86;Fossil Brown coal/Lignite:18.43;Fossil Coal-derived gas:0.81;Fossil Gas:17.61;Fossil Hard coal:45.26;Fossil Oil:1.18;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:10.43;Other:3.65"
170100,"AS0","energy_mix","Biomass:1.87;Fossil Brown coal/Lignite:17.48;Fossil Coal-derived gas:0.82;Fossil Gas:18.63;Fossil Hard coal:45.56;Fossil Oil:1.19;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:10.02;Other:3.64"
171000,"AS0","energy_mix","Biomass:1.89;Fossil Brown coal/Lignite:17.03;Fossil Coal-derived gas:0.83;Fossil Gas:18.85;Fossil Hard coal:45.85;Fossil Oil:1.19;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.90;Other:3.67"
171900,"AS0","energy_mix","Biomass:1.90;Fossil Brown coal/Lignite:17.82;Fossil Coal-derived gas:0.83;Fossil Gas:18.89;Fossil Hard coal:44.98;Fossil Oil:1.21;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.90;Other:3.68"
172800,"AS0","energy_mix","Biomass:1.90;Fossil Brown coal/Lignite:18.16;Fossil Coal-derived gas:0.84;Fossil Gas:18.82;Fossil Hard coal:44.39;Fossil Oil:1.20;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:10.22;Other:3.68"
173700,"AS0","energy_mix","Biomass:1.90;Fossil Brown coal/Lignite:18.16;Fossil Coal-derived gas:0.83;Fossil Gas:18.92;Fossil Hard coal:44.67;Fossil Oil:1.19;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.92;Other:3.62"
174600,"AS0","energy_mix","Biomass:1.90;Fossil Brown coal/Lignite:18.33;Fossil Coal-derived gas:0.83;Fossil Gas:18.97;Fossil Hard coal:44.56;Fossil Oil:1.21;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.74;Other:3.67"
175500,"AS0","energy_mix","Biomass:1.89;Fossil Brown coal/Lignite:18.68;Fossil Coal-derived gas:0.83;Fossil Gas:18.72;Fossil Hard coal:44.39;Fossil Oil:1.20;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.81;Other:3.69"
176400,"AS0","energy_mix","Biomass:1.91;Fossil Brown coal/Lignite:19.02;Fossil Coal-derived gas:0.83;Fossil Gas:18.56;Fossil Hard coal:44.13;Fossil Oil:1.21;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.83;Other:3.72"
177300,"AS0","energy_mix","Biomass:1.90;Fossil Brown coal/Lignite:19.06;Fossil Coal-derived gas:0.82;Fossil Gas:18.66;Fossil Hard coal:44.00;Fossil Oil:1.21;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.87;Other:3.69"
178200,"AS0","energy_mix","Biomass:1.90;Fossil Brown coal/Lignite:19.06;Fossil Coal-derived gas:0.82;Fossil Gas:18.56;Fossil Hard coal:44.03;Fossil Oil:1.21;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.92;Other:3.71"
179100,"AS0","energy_mix","Biomass:1.90;Fossil Brown coal/Lignite:19.15;Fossil Coal-derived gas:0.83;Fossil Gas:18.32;Fossil Hard coal:44.17;Fossil Oil:1.20;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.94;Other:3.70"
180000,"AS0","energy_mix","Biomass:1.91;Fossil Brown coal/Lignite:19.26;Fossil Coal-derived gas:0.83;Fossil Gas:18.15;Fossil Hard coal:44.12;Fossil Oil:1.21;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:10.03;Other:3.70"
180900,"AS0","energy_mix","Biomass:1.91;Fossil Brown coal/Lignite:19.17;Fossil Coal-derived gas:0.83;Fossil Gas:18.21;Fossil Hard coal:44.16;Fossil Oil:1.21;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:10.00;Other:3.72"
181800,"AS0","energy_mix","Biomass:1.90;Fossil Brown coal/Lignite:19.17;Fossil Coal-derived gas:0.83;Fossil Gas:18.05;Fossil Hard coal:44.03;Fossil Oil:1.21;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:10.31;Other:3.71"
182700,"AS0","energy_mix","Biomass:1.94;Fossil Brown coal/Lignite:18.92;Fossil Coal-derived gas:0.84;Fossil Gas:17.97;Fossil Hard coal:44.08;Fossil Oil:1.21;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:10.53;Other:3.72"
183600,"AS0","energy_mix","Biomass:1.93;Fossil Brown coal/Lignite:18.41;Fossil Coal-derived gas:0.85;Fossil Gas:18.11;Fossil Hard coal:44.29;Fossil Oil:1.23;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.31;Hydro Water Reservoir:0.11;Other renewable:0.39;Solar:0.00;Wind Onshore:10.63;Other:3.74"
184500,"AS0","energy_mix","Biomass:1.94;Fossil Brown coal/Lignite:18.60;Fossil Coal-derived gas:0.83;Fossil Gas:18.15;Fossil Hard coal:43.91;Fossil Oil:1.23;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.31;Hydro Water Reservoir:0.11;Other renewable:0.39;Solar:0.00;Wind Onshore:10.77;Other:3.76"
185400,"AS0","energy_mix","Biomass:1.92;Fossil Brown coal/Lignite:18.36;Fossil Coal-derived gas:0.83;Fossil Gas:18.12;Fossil Hard coal:44.45;Fossil Oil:1.23;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.31;Hydro Water Reservoir:0.11;Other renewable:0.39;Solar:0.00;Wind Onshore:10.55;Other:3.73"
186300,"AS0","energy_mix","Biomass:1.91;Fossil Brown coal/Lignite:18.16;Fossil Coal-derived gas:0.82;Fossil Gas:17.80;Fossil Hard coal:45.25;Fossil Oil:1.22;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.31;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:10.36;Other:3.68"
187200,"AS0","energy_mix","Biomass:1.90;Fossil Brown coal/Lignite:17.53;Fossil Coal-derived gas:0.81;Fossil Gas:17.65;Fossil Hard coal:46.11;Fossil Oil:1.20;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:10.37;Other:3.64"
188100,"AS0","energy_mix","Biomass:1.92;Fossil Brown coal/Lignite:17.70;Fossil Coal-derived gas:0.82;Fossil Gas:18.06;Fossil Hard coal:45.87;Fossil Oil:1.22;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.31;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.90;Other:3.71"
189000,"AS0","energy_mix","Biomass:1.89;Fossil Brown coal/Lignite:17.81;Fossil Coal-derived gas:0.81;Fossil Gas:17.88;Fossil Hard coal:46.59;Fossil Oil:1.20;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:9.36;Other:3.67"
189900,"AS0","energy_mix","Biomass:1.84;Fossil Brown coal/Lignite:19.15;Fossil Coal-derived gas:0.78;Fossil Gas:16.97;Fossil Hard coal:46.68;Fossil Oil:1.16;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.10;Other renewable:0.37;Solar:0.00;Wind Onshore:9.05;Other:3.61"
190800,"AS0","energy_mix","Biomass:1.74;Fossil Brown coal/Lignite:20.13;Fossil Coal-derived gas:0.74;Fossil Gas:16.93;Fossil Hard coal:46.77;Fossil Oil:1.10;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.10;Other renewable:0.35;Solar:0.00;Wind Onshore:8.46;Other:3.40"
191700,"AS0","energy_mix","Biomass:1.70;Fossil Brown coal/Lignite:20.89;Fossil Coal-derived gas:0.72;Fossil Gas:16.25;Fossil Hard coal:47.57;Fossil Oil:1.07;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.27;Hydro Water Reservoir:0.09;Other renewable:0.34;Solar:0.00;Wind Onshore:7.80;Other:3.30"
192600,"AS0","energy_mix","Biomass:1.64;Fossil Brown coal/Lignite:21.94;Fossil Coal-derived gas:0.72;Fossil Gas:15.87;Fossil Hard coal:47.38;Fossil Oil:1.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.26;Hydro Water Reservoir:0.09;Other renewable:0.33;Solar:0.00;Wind Onshore:7.56;Other:3.17"
193500,"AS0","energy_mix","Biomass:1.61;Fossil Brown coal/Lignite:22.86;Fossil Coal-derived gas:0.71;Fossil Gas:15.49;Fossil Hard coal:46.97;Fossil Oil:1.02;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.26;Hydro Water Reservoir:0.09;Other renewable:0.32;Solar:0.00;Wind Onshore:7.55;Other:3.12"
194400,"AS0","energy_mix","Biomass:1.55;Fossil Brown coal/Lignite:23.54;Fossil Coal-derived gas:0.68;Fossil Gas:15.37;Fossil Hard coal:46.86;Fossil Oil:0.99;Hydro Pumped Storage:0.16;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.10;Other renewable:0.31;Solar:0.00;Wind Onshore:7.15;Other:3.00"
195300,"AS0","energy_mix","Biomass:1.55;Fossil Brown coal/Lignite:23.30;Fossil Coal-derived gas:0.69;Fossil Gas:15.47;Fossil Hard coal:47.19;Fossil Oil:0.99;Hydro Pumped Storage:0.16;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.10;Other renewable:0.31;Solar:0.02;Wind Onshore:6.90;Other:3.03"
196200,"AS0","energy_mix","Biomass:1.57;Fossil Brown coal/Lignite:23.46;Fossil Coal-derived gas:0.68;Fossil Gas:15.60;Fossil Hard coal:47.15;Fossil Oil:0.99;Hydro Pumped Storage:0.16;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.10;Other renewable:0.32;Solar:0.22;Wind Onshore:6.41;Other:3.05"
197100,"AS0","energy_mix","Biomass:1.56;Fossil Brown coal/Lignite:23.29;Fossil Coal-derived gas:0.68;Fossil Gas:15.52;Fossil Hard coal:46.85;Fossil Oil:0.98;Hydro Pumped Storage:0.82;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.10;Other renewable:0.31;Solar:0.65;Wind Onshore:5.91;Other:3.04"
198000,"AS0","energy_mix","Biomass:1.55;Fossil Brown coal/Lignite:23.46;Fossil Coal-derived gas:0.68;Fossil Gas:15.61;Fossil Hard coal:46.13;Fossil Oil:0.98;Hydro Pumped Storage:1.02;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.55;Other renewable:0.31;Solar:0.66;Wind Onshore:5.71;Other:3.00"
198900,"AS0","energy_mix","Biomass:1.54;Fossil Brown coal/Lignite:23.14;Fossil Coal-derived gas:0.68;Fossil Gas:15.45;Fossil Hard coal:45.74;Fossil Oil:0.97;Hydro Pumped Storage:1.64;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.70;Other renewable:0.31;Solar:0.91;Wind Onshore:5.61;Other:2.97"
199800,"AS0","energy_mix","Biomass:1.53;Fossil Brown coal/Lignite:22.87;Fossil Coal-derived gas:0.66;Fossil Gas:15.42;Fossil Hard coal:45.81;Fossil Oil:0.96;Hydro Pumped Storage:1.82;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.77;Other renewable:0.30;Solar:1.20;Wind Onshore:5.38;Other:2.94"
200700,"AS0","energy_mix","Biomass:1.50;Fossil Brown coal/Lignite:22.42;Fossil Coal-derived gas:0.64;Fossil Gas:15.22;Fossil Hard coal:46.07;Fossil Oil:0.94;Hydro Pumped Storage:1.79;Hydro Run-of-river and pondage:0.33;Hydro Water Reservoir:0.88;Other renewable:0.30;Solar:1.80;Wind Onshore:5.19;Other:2.92"
201600,"AS0","energy_mix","Biomass:1.49;Fossil Brown coal/Lignite:22.62;Fossil Coal-derived gas:0.64;Fossil Gas:15.08;Fossil Hard coal:46.06;Fossil Oil:0.93;Hydro Pumped Storage:1.77;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.87;Other renewable:0.30;Solar:2.12;Wind Onshore:4.94;Other:2.88"
202500,"AS0","energy_mix","Biomass:1.47;Fossil Brown coal/Lignite:22.42;Fossil Coal-derived gas:0.63;Fossil Gas:14.73;Fossil Hard coal:46.11;Fossil Oil:0.92;Hydro Pumped Storage:2.10;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.74;Other renewable:0.29;Solar:2.73;Wind Onshore:4.74;Other:2.82"
203400,"AS0","energy_mix","Biomass:1.45;Fossil Brown coal/Lignite:22.29;Fossil Coal-derived gas:0.62;Fossil Gas:14.75;Fossil Hard coal:46.91;Fossil Oil:0.92;Hydro Pumped Storage:1.09;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.87;Other renewable:0.29;Solar:3.28;Wind Onshore:4.40;Other:2.83"
204300,"AS0","energy_mix","Biomass:1.50;Fossil Brown coal/Lignite:22.45;Fossil Coal-derived gas:0.62;Fossil Gas:14.45;Fossil Hard coal:46.38;Fossil Oil:0.94;Hydro Pumped Storage:0.98;Hydro Run-of-river and pondage:0.31;Hydro Water Reservoir:0.77;Other renewable:0.30;Solar:4.23;Wind Onshore:4.16;Other:2.91"
205200,"AS0","energy_mix","Biomass:1.56;Fossil Brown coal/Lignite:23.23;Fossil Coal-derived gas:0.64;Fossil Gas:14.82;Fossil Hard coal:45.41;Fossil Oil:0.97;Hydro Pumped Storage:0.75;Hydro Run-of-river and pondage:0.25;Hydro Water Reservoir:0.39;Other renewable:0.31;Solar:4.61;Wind Onshore:4.03;Other:3.03"
206100,"AS0","energy_mix","Biomass:1.55;Fossil Brown coal/Lignite:23.08;Fossil Coal-derived gas:0.62;Fossil Gas:14.86;Fossil Hard coal:45.65;Fossil Oil:0.96;Hydro Pumped Storage:0.21;Hydro Run-of-river and pondage:0.24;Hydro Water Reservoir:0.35;Other renewable:0.31;Solar:5.48;Wind Onshore:3.71;Other:2.98"
