"timestamp","host_id","property_name","new_value"
294300,"AS0","energy_mix","Biomass:1.36;Fossil Brown coal/Lignite:18.41;Fossil Coal-derived gas:0.44;Fossil Gas:13.44;Fossil Hard coal:41.46;Fossil Oil:0.85;Hydro Pumped Storage:0.50;Hydro Run-of-river and pondage:0.22;Hydro Water Reservoir:0.07;Other renewable:0.27;Solar:4.99;Wind Onshore:15.39;Other:2.60"
295200,"AS0","energy_mix","Biomass:1.39;Fossil Brown coal/Lignite:18.43;Fossil Coal-derived gas:0.45;Fossil Gas:13.65;Fossil Hard coal:41.40;Fossil Oil:0.86;Hydro Pumped Storage:0.46;Hydro Run-of-river and pondage:0.22;Hydro Water Reservoir:0.07;Other renewable:0.27;Solar:5.07;Wind Onshore:15.13;Other:2.60"
296100,"AS0","energy_mix","Biomass:1.38;Fossil Brown coal/Lignite:18.57;Fossil Coal-derived gas:0.44;Fossil Gas:13.68;Fossil Hard coal:41.63;Fossil Oil:0.86;Hydro Pumped Storage:0.51;Hydro Run-of-river and pondage:0.22;Hydro Water Reservoir:0.07;Other renewable:0.27;Solar:4.92;Wind Onshore:14.84;Other:2.61"
297000,"AS0","energy_mix","Biomass:1.39;Fossil Brown coal/Lignite:18.58;Fossil Coal-derived gas:0.45;Fossil Gas:13.45;Fossil Hard coal:41.86;Fossil Oil:0.86;Hydro Pumped Storage:0.51;Hydro Run-of-river and pondage:0.22;Hydro Water Reservoir:0.07;Other renewable:0.28;Solar:4.96;Wind Onshore:14.75;Other:2.62"
297900,"AS0","energy_mix","Biomass:1.39;Fossil Brown coal/Lignite:18.56;Fossil Coal-derived gas:0.45;Fossil Gas:13.52;Fossil Hard coal:41.42;Fossil Oil:0.87;Hydro Pumped Storage:0.51;Hydro Run-of-river and pondage:0.22;Hydro Water Reservoir:0.07;Other renewable:0.28;Solar:4.93;Wind Onshore:15.14;Other:2.64"
298800,"AS0","energy_mix","Biomass:1.34;Fossil Brown coal/Lignite:18.39;Fossil Coal-derived gas:0.45;Fossil Gas:13.50;Fossil Hard coal:41.64;Fossil Oil:0.87;Hydro Pumped Storage:0.61;Hydro Run-of-river and pondage:0.23;Hydro Water Reservoir:0.08;Other renewable:0.28;Solar:4.80;Wind Onshore:15.17;Other:2.64"
299700,"AS0","energy_mix","Biomass:1.34;Fossil Brown coal/Lignite:18.30;Fossil Coal-derived gas:0.46;Fossil Gas:13.70;Fossil Hard coal:41.42;Fossil Oil:0.89;Hydro Pumped Storage:0.64;Hydro Run-of-river and pondage:0.23;Hydro Water Reservoir:0.08;Other renewable:0.28;Solar:4.72;Wind Onshore:15.28;Other:2.66"
300600,"AS0","energy_mix","Biomass:1.35;Fossil Brown coal/Lignite:18.35;Fossil Coal-derived gas:0.46;Fossil Gas:13.75;Fossil Hard coal:42.08;Fossil Oil:0.89;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.23;Hydro Water Reservoir:0.08;Other renewable:0.29;Solar:4.45;Wind Onshore:15.37;Other:2.70"
301500,"AS0","energy_mix","Biomass:1.36;Fossil Brown coal/Lignite:18.84;Fossil Coal-derived gas:0.47;Fossil Gas:13.94;Fossil Hard coal:41.89;Fossil Oil:0.89;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.23;Hydro Water Reservoir:0.08;Other renewable:0.29;Solar:4.47;Wind Onshore:14.80;Other:2.74"
302400,"AS0","energy_mix","Biomass:1.36;Fossil Brown coal/Lignite:19.07;Fossil Coal-derived gas:0.47;Fossil Gas:14.12;Fossil Hard coal:42.27;Fossil Oil:0.89;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.23;Hydro Water Reservoir:0.08;Other renewable:0.29;Solar:4.30;Wind Onshore:14.20;Other:2.72"
303300,"AS0","energy_mix","Biomass:1.35;Fossil Brown coal/Lignite:19.08;Fossil Coal-derived gas:0.46;Fossil Gas:14.17;Fossil Hard coal:42.48;Fossil Oil:0.88;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.23;Hydro Water Reservoir:0.08;Other renewable:0.29;Solar:4.16;Wind Onshore:14.11;Other:2.71"
304200,"AS0","energy_mix","Biomass:1.38;Fossil Brown coal/Lignite:19.17;Fossil Coal-derived gas:0.47;Fossil Gas:14.11;Fossil Hard coal:42.30;Fossil Oil:0.90;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.24;Hydro Water Reservoir:0.08;Other renewable:0.29;Solar:3.80;Wind Onshore:14.48;Other:2.78"
305100,"AS0","energy_mix","Biomass:1.42;Fossil Brown coal/Lignite:18.95;Fossil Coal-derived gas:0.48;Fossil Gas:14.41;Fossil Hard coal:42.36;Fossil Oil:0.92;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.24;Hydro Water Reservoir:0.08;Other renewable:0.30;Solar:3.29;Wind Onshore:14.68;Other:2.87"
306000,"AS0","energy_mix","Biomass:1.39;Fossil Brown coal/Lignite:19.24;Fossil Coal-derived gas:0.47;Fossil Gas:14.27;Fossil Hard coal:42.68;Fossil Oil:0.90;Hydro Pumped Storage:0.20;Hydro Run-of-river and pondage:0.24;Hydro Water Reservoir:0.27;Other renewable:0.30;Solar:2.85;Wind Onshore:14.35;Other:2.84"
306900,"AS0","energy_mix","Biomass:1.40;Fossil Brown coal/Lignite:19.55;Fossil Coal-derived gas:0.47;Fossil Gas:14.30;Fossil Hard coal:42.48;Fossil Oil:0.92;Hydro Pumped Storage:0.20;Hydro Run-of-river and pondage:0.24;Hydro Water Reservoir:0.27;Other renewable:0.30;Solar:2.44;Wind Onshore:14.57;Other:2.86"
307800,"AS0","energy_mix","Biomass:1.39;Fossil Brown coal/Lignite:19.52;Fossil Coal-derived gas:0.47;Fossil Gas:14.32;Fossil Hard coal:42.86;Fossil Oil:0.91;Hydro Pumped Storage:0.20;Hydro Run-of-river and pondage:0.24;Hydro Water Reservoir:0.27;Other renewable:0.30;Solar:2.16;Wind Onshore:14.53;Other:2.83"
308700,"AS0","energy_mix","Biomass:1.42;Fossil Brown coal/Lignite:19.77;Fossil Coal-derived gas:0.48;Fossil Gas:14.56;Fossil Hard coal:42.40;Fossil Oil:0.93;Hydro Pumped Storage:0.20;Hydro Run-of-river and pondage:0.24;Hydro Water Reservoir:0.28;Other renewable:0.31;Solar:1.61;Wind Onshore:14.92;Other:2.88"
309600,"AS0","energy_mix","Biomass:1.42;Fossil Brown coal/Lignite:20.30;Fossil Coal-derived gas:0.48;Fossil Gas:14.57;Fossil Hard coal:41.90;Fossil Oil:0.93;Hydro Pumped Storage:0.20;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.30;Other renewable:0.31;Solar:1.36;Wind Onshore:15.03;Other:2.91"
310500,"AS0","energy_mix","Biomass:1.41;Fossil Brown coal/Lignite:20.26;Fossil Coal-derived gas:0.48;Fossil Gas:14.62;Fossil Hard coal:42.12;Fossil Oil:0.92;Hydro Pumped Storage:0.20;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.29;Other renewable:0.31;Solar:0.95;Wind Onshore:15.27;Other:2.88"
311400,"AS0","energy_mix","Biomass:1.40;Fossil Brown coal/Lignite:20.24;Fossil Coal-derived gas:0.48;Fossil Gas:14.35;Fossil Hard coal:42.46;Fossil Oil:0.91;Hydro Pumped Storage:0.20;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.29;Other renewable:0.30;Solar:0.72;Wind Onshore:15.51;Other:2.85"
312300,"AS0","energy_mix","Biomass:1.38;Fossil Brown coal/Lignite:19.83;Fossil Coal-derived gas:0.47;Fossil Gas:14.13;Fossil Hard coal:41.63;Fossil Oil:0.91;Hydro Pumped Storage:1.68;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.64;Other renewable:0.30;Solar:0.56;Wind Onshore:15.39;Other:2.80"
313200,"AS0","energy_mix","Biomass:1.38;Fossil Brown coal/Lignite:19.90;Fossil Coal-derived gas:0.46;Fossil Gas:14.27;Fossil Hard coal:41.15;Fossil Oil:0.90;Hydro Pumped Storage:1.68;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.78;Other renewable:0.30;Solar:0.51;Wind Onshore:15.52;Other:2.79"
314100,"AS0","energy_mix","Biomass:1.38;Fossil Brown coal/Lignite:20.04;Fossil Coal-derived gas:0.46;Fossil Gas:14.19;Fossil Hard coal:41.01;Fossil Oil:0.89;Hydro Pumped Storage:2.20;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.82;Other renewable:0.30;Solar:0.00;Wind Onshore:15.57;Other:2.78"
315000,"AS0","energy_mix","Biomass:1.43;Fossil Brown coal/Lignite:19.83;Fossil Coal-derived gas:0.46;Fossil Gas:14.20;Fossil Hard coal:41.27;Fossil Oil:0.88;Hydro Pumped Storage:2.19;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.82;Other renewable:0.29;Solar:0.00;Wind Onshore:15.53;Other:2.74"
315900,"AS0","energy_mix","Biomass:1.42;Fossil Brown coal/Lignite:19.85;Fossil Coal-derived gas:0.46;Fossil Gas:14.24;Fossil Hard coal:41.30;Fossil Oil:0.87;Hydro Pumped Storage:2.17;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.82;Other renewable:0.29;Solar:0.00;Wind Onshore:15.47;Other:2.75"
316800,"AS0","energy_mix","Biomass:1.43;Fossil Brown coal/Lignite:20.22;Fossil Coal-derived gas:0.47;Fossil Gas:14.30;Fossil Hard coal:40.46;Fossil Oil:0.88;Hydro Pumped Storage:2.20;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.83;Other renewable:0.27;Solar:0.00;Wind Onshore:15.86;Other:2.72"
317700,"AS0","energy_mix","Biomass:1.46;Fossil Brown coal/Lignite:20.12;Fossil Coal-derived gas:0.47;Fossil Gas:14.45;Fossil Hard coal:40.22;Fossil Oil:0.88;Hydro Pumped Storage:2.20;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.82;Other renewable:0.30;Solar:0.00;Wind Onshore:15.93;Other:2.79"
318600,"AS0","energy_mix","Biomass:1.46;Fossil Brown coal/Lignite:19.98;Fossil Coal-derived gas:0.46;Fossil Gas:14.39;Fossil Hard coal:40.25;Fossil Oil:0.89;Hydro Pumped Storage:2.18;Hydro Run-of-river and pondage:0.36;Hydro Water Reservoir:0.83;Other renewable:0.30;Solar:0.00;Wind Onshore:16.11;Other:2.79"
319500,"AS0","energy_mix","Biomass:1.49;Fossil Brown coal/Lignite:20.04;Fossil Coal-derived gas:0.47;Fossil Gas:14.48;Fossil Hard coal:39.92;Fossil Oil:0.90;Hydro Pumped Storage:2.15;Hydro Run-of-river and pondage:0.37;Hydro Water Reservoir:0.83;Other renewable:0.30;Solar:0.00;Wind Onshore:16.20;Other:2.85"
320400,"AS0","energy_mix","Biomass:1.47;Fossil Brown coal/Lignite:20.10;Fossil Coal-derived gas:0.47;Fossil Gas:14.66;Fossil Hard coal:40.67;Fossil Oil:0.90;Hydro Pumped Storage:2.00;Hydro Run-of-river and pondage:0.32;Hydro Water Reservoir:0.42;Other renewable:0.30;Solar:0.00;Wind Onshore:15.88;Other:2.81"
321300,"AS0","energy_mix","Biomass:1.48;Fossil Brown coal/Lignite:20.20;Fossil Coal-derived gas:0.50;Fossil Gas:14.66;Fossil Hard coal:40.78;Fossil Oil:0.90;Hydro Pumped Storage:2.00;Hydro Run-of-river and pondage:0.32;Hydro Water Reservoir:0.42;Other renewable:0.30;Solar:0.00;Wind Onshore:15.62;Other:2.82"
322200,"AS0","energy_mix","Biomass:1.48;Fossil Brown coal/Lignite:19.90;Fossil Coal-derived gas:0.49;Fossil Gas:14.83;Fossil Hard coal:41.06;Fossil Oil:0.89;Hydro Pumped Storage:2.00;Hydro Run-of-river and pondage:0.32;Hydro Water Reservoir:0.42;Other renewable:0.30;Solar:0.00;Wind Onshore:15.50;Other:2.81"
323100,"AS0","energy_mix","Biomass:1.50;Fossil Brown coal/Lignite:19.93;Fossil Coal-derived gas:0.48;Fossil Gas:14.87;Fossil Hard coal:41.23;Fossil Oil:0.90;Hydro Pumped Storage:2.01;Hydro Run-of-river and pondage:0.32;Hydro Water Reservoir:0.42;Other renewable:0.30;Solar:0.00;Wind Onshore:15.16;Other:2.88"
324000,"AS0","energy_mix","Biomass:1.53;Fossil Brown coal/Lignite:20.20;Fossil Coal-derived gas:0.48;Fossil Gas:15.20;Fossil Hard coal:41.04;Fossil Oil:0.91;Hydro Pumped Storage:1.87;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.37;Other renewable:0.31;Solar:0.00;Wind Onshore:14.93;Other:2.87"
324900,"AS0","energy_mix","Biomass:1.53;Fossil Brown coal/Lignite:20.11;Fossil Coal-derived gas:0.49;Fossil Gas:15.40;Fossil Hard coal:41.22;Fossil Oil:0.91;Hydro Pumped Storage:1.90;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.38;Other renewable:0.31;Solar:0.00;Wind Onshore:14.54;Other:2.92"
325800,"AS0","energy_mix","Biomass:1.52;Fossil Brown coal/Lignite:19.96;Fossil Coal-derived gas:0.50;Fossil Gas:15.42;Fossil Hard coal:41.53;Fossil Oil:0.92;Hydro Pumped Storage:1.95;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.38;Other renewable:0.31;Solar:0.00;Wind Onshore:14.27;Other:2.95"
326700,"AS0","energy_mix","Biomass:1.53;Fossil Brown coal/Lignite:19.97;Fossil Coal-derived gas:0.51;Fossil Gas:15.64;Fossil Hard coal:42.48;Fossil Oil:0.93;Hydro Pumped Storage:0.77;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.39;Other renewable:0.31;Solar:0.00;Wind Onshore:14.25;Other:2.93"
327600,"AS0","energy_mix","Biomass:1.53;Fossil Brown coal/Lignite:19.99;Fossil Coal-derived gas:0.51;Fossil Gas:15.75;Fossil Hard coal:43.47;Fossil Oil:0.93;Hydro Pumped Storage:0.61;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.09;Other renewable:0.31;Solar:0.00;Wind Onshore:13.58;Other:2.95"
328500,"AS0","energy_mix","Biomass:1.54;Fossil Brown coal/Lignite:20.00;Fossil Coal-derived gas:0.51;Fossil Gas:15.83;Fossil Hard coal:43.34;Fossil Oil:0.93;Hydro Pumped Storage:0.99;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.09;Other renewable:0.31;Solar:0.00;Wind Onshore:13.20;Other:2.98"
329400,"AS0","energy_mix","Biomass:1.55;Fossil Brown coal/Lignite:20.15;Fossil Coal-derived gas:0.51;Fossil Gas:15.91;Fossil Hard coal:44.15;Fossil Oil:0.94;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.09;Other renewable:0.32;Solar:0.00;Wind Onshore:13.12;Other:2.98"
330300,"AS0","energy_mix","Biomass:1.56;Fossil Brown coal/Lignite:20.17;Fossil Coal-derived gas:0.52;Fossil Gas:15.93;Fossil Hard coal:43.99;Fossil Oil:0.95;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.09;Other renewable:0.32;Solar:0.00;Wind Onshore:13.17;Other:3.02"
331200,"AS0","energy_mix","Biomass:1.59;Fossil Brown coal/Lignite:20.17;Fossil Coal-derived gas:0.52;Fossil Gas:16.08;Fossil Hard coal:44.00;Fossil Oil:0.96;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.26;Hydro Water Reservoir:0.09;Other renewable:0.32;Solar:0.00;Wind Onshore:12.98;Other:3.03"
332100,"AS0","energy_mix","Biomass:1.61;Fossil Brown coal/Lignite:19.81;Fossil Coal-derived gas:0.53;Fossil Gas:16.32;Fossil Hard coal:43.65;Fossil Oil:0.98;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.26;Hydro Water Reservoir:0.09;Other renewable:0.33;Solar:0.00;Wind Onshore:13.34;Other:3.08"
333000,"AS0","energy_mix","Biomass:1.66;Fossil Brown coal/Lignite:19.20;Fossil Coal-derived gas:0.53;Fossil Gas:16.49;Fossil Hard coal:43.71;Fossil Oil:1.00;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.27;Hydro Water Reservoir:0.09;Other renewable:0.33;Solar:0.00;Wind Onshore:13.58;Other:3.14"
333900,"AS0","energy_mix","Biomass:1.72;Fossil Brown coal/Lignite:18.85;Fossil Coal-derived gas:0.56;Fossil Gas:17.10;Fossil Hard coal:43.12;Fossil Oil:1.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.09;Other renewable:0.35;Solar:0.00;Wind Onshore:13.63;Other:3.26"
334800,"AS0","energy_mix","Biomass:1.71;Fossil Brown coal/Lignite:17.94;Fossil Coal-derived gas:0.56;Fossil Gas:17.43;Fossil Hard coal:44.08;Fossil Oil:1.04;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.28;Hydro Water Reservoir:0.09;Other renewable:0.35;Solar:0.00;Wind Onshore:13.26;Other:3.26"
335700,"AS0","energy_mix","Biomass:1.74;Fossil Brown coal/Lignite:17.68;Fossil Coal-derived gas:0.57;Fossil Gas:17.70;Fossil Hard coal:44.19;Fossil Oil:1.06;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.10;Other renewable:0.35;Solar:0.00;Wind Onshore:13.05;Other:3.27"
336600,"AS0","energy_mix","Biomass:1.77;Fossil Brown coal/Lignite:17.17;Fossil Coal-derived gas:0.58;Fossil Gas:18.07;Fossil Hard coal:44.51;Fossil Oil:1.08;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.29;Hydro Water Reservoir:0.10;Other renewable:0.35;Solar:0.00;Wind Onshore:12.76;Other:3.32"
337500,"AS0","energy_mix","Biomass:1.83;Fossil Brown coal/Lignite:17.15;Fossil Coal-derived gas:0.60;Fossil Gas:18.39;Fossil Hard coal:44.50;Fossil Oil:1.11;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.30;Hydro Water Reservoir:0.10;Other renewable:0.37;Solar:0.00;Wind Onshore:12.22;Other:3.43"
338400,"AS0","energy_mix","Biomass:1.86;Fossil Brown coal/Lignite:17.22;Fossil Coal-derived gas:0.62;Fossil Gas:18.27;Fossil Hard coal:44.55;Fossil Oil:1.14;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.31;Hydro Water Reservoir:0.10;Other renewable:0.37;Solar:0.00;Wind Onshore:12.04;Other:3.52"
339300,"AS0","energy_mix","Biomass:1.91;Fossil Brown coal/Lignite:16.89;Fossil Coal-derived gas:0.63;Fossil Gas:18.50;Fossil Hard coal:44.42;Fossil Oil:1.17;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.32;Hydro Water Reservoir:0.11;Other renewable:0.38;Solar:0.00;Wind Onshore:12.08;Other:3.59"
340200,"AS0","energy_mix","Biomass:1.95;Fossil Brown coal/Lignite:16.97;Fossil Coal-derived gas:0.64;Fossil Gas:18.82;Fossil Hard coal:44.48;Fossil Oil:1.19;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.32;Hydro Water Reservoir:0.11;Other renewable:0.39;Solar:0.00;Wind Onshore:11.44;Other:3.69"
341100,"AS0","energy_mix","Biomass:2.01;Fossil Brown coal/Lignite:17.66;Fossil Coal-derived gas:0.65;Fossil Gas:18.42;Fossil Hard coal:44.41;Fossil Oil:1.22;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.33;Hydro Water Reservoir:0.11;Other renewable:0.40;Solar:0.00;Wind Onshore:10.97;Other:3.82"
342000,"AS0","energy_mix","Biomass:1.97;Fossil Brown coal/Lignite:17.63;Fossil Coal-derived gas:0.65;Fossil Gas:18.83;Fossil Hard coal:44.53;Fossil Oil:1.22;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.33;Hydro Water Reservoir:0.11;Other renewable:0.39;Solar:0.00;Wind Onshore:10.67;Other:3.67"
342900,"AS0","energy_mix","Biomass:1.96;Fossil Brown coal/Lignite:17.90;Fossil Coal-derived gas:0.65;Fossil Gas:19.05;Fossil Hard coal:44.17;Fossil Oil:1.23;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.33;Hydro Water Reservoir:0.11;Other renewable:0.39;Solar:0.00;Wind Onshore:10.56;Other:3.65"
343800,"AS0","energy_mix","Biomass:1.95;Fossil Brown coal/Lignite:17.96;Fossil Coal-derived gas:0.65;Fossil Gas:19.34;Fossil Hard coal:44.52;Fossil Oil:1.23;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.33;Hydro Water Reservoir:0.11;Other renewable:0.39;Solar:0.00;Wind Onshore:9.86;Other:3.66"
344700,"AS0","energy_mix","Biomass:1.98;Fossil Brown coal/Lignite:18.43;Fossil Coal-derived gas:0.65;Fossil Gas:19.28;Fossil Hard coal:44.81;Fossil Oil:1.23;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.33;Hydro Water Reservoir:0.11;Other renewable:0.39;Solar:0.00;Wind Onshore:9.11;Other:3.68"
345600,"AS0","energy_mix","Biomass:1.98;Fossil Brown coal/Lignite:18.77;Fossil Coal-derived gas:0.64;Fossil Gas:19.23;Fossil Hard coal:45.09;Fossil Oil:1.24;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.33;Hydro Water Reservoir:0.11;Other renewable:0.39;Solar:0.00;Wind Onshore:8.51;Other:3.71"
346500,"AS0","energy_mix","Biomass:1.98;Fossil Brown coal/Lignite:18.82;Fossil Coal-derived gas:0.65;Fossil Gas:19.07;Fossil Hard coal:45.41;Fossil Oil:1.24;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.11;Other renewable:0.40;Solar:0.00;Wind Onshore:8.25;Other:3.73"
347400,"AS0","energy_mix","Biomass:1.99;Fossil Brown coal/Lignite:18.72;Fossil Coal-derived gas:0.65;Fossil Gas:19.67;Fossil Hard coal:45.15;Fossil Oil:1.24;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.11;Other renewable:0.40;Solar:0.00;Wind Onshore:7.97;Other:3.76"
348300,"AS0","energy_mix","Biomass:2.02;Fossil Brown coal/Lignite:19.56;Fossil Coal-derived gas:0.67;Fossil Gas:20.06;Fossil Hard coal:44.50;Fossil Oil:1.27;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.40;Solar:0.00;Wind Onshore:7.29;Other:3.77"
349200,"AS0","energy_mix","Biomass:2.04;Fossil Brown coal/Lignite:20.45;Fossil Coal-derived gas:0.67;Fossil Gas:19.66;Fossil Hard coal:44.26;Fossil Oil:1.28;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.35;Hydro Water Reservoir:0.12;Other renewable:0.41;Solar:0.00;Wind Onshore:6.96;Other:3.80"
350100,"AS0","energy_mix","Biomass:2.03;Fossil Brown coal/Lignite:20.53;Fossil Coal-derived gas:0.67;Fossil Gas:19.89;Fossil Hard coal:44.84;Fossil Oil:1.27;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.40;Solar:0.00;Wind Onshore:6.09;Other:3.82"
351000,"AS0","energy_mix","Biomass:2.04;Fossil Brown coal/Lignite:20.53;Fossil Coal-derived gas:0.67;Fossil Gas:19.75;Fossil Hard coal:45.49;Fossil Oil:1.26;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.35;Hydro Water Reservoir:0.12;Other renewable:0.41;Solar:0.00;Wind Onshore:5.58;Other:3.80"
351900,"AS0","energy_mix","Biomass:2.03;Fossil Brown coal/Lignite:20.94;Fossil Coal-derived gas:0.67;Fossil Gas:20.30;Fossil Hard coal:44.90;Fossil Oil:1.27;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.40;Solar:0.00;Wind Onshore:5.24;Other:3.79"
352800,"AS0","energy_mix","Biomass:2.03;Fossil Brown coal/Lignite:21.45;Fossil Coal-derived gas:0.67;Fossil Gas:20.58;Fossil Hard coal:44.52;Fossil Oil:1.28;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.41;Solar:0.00;Wind Onshore:4.78;Other:3.82"
353700,"AS0","energy_mix","Biomass:2.03;Fossil Brown coal/Lignite:21.57;Fossil Coal-derived gas:0.67;Fossil Gas:20.17;Fossil Hard coal:44.80;Fossil Oil:1.28;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.35;Hydro Water Reservoir:0.12;Other renewable:0.41;Solar:0.00;Wind Onshore:4.80;Other:3.80"
354600,"AS0","energy_mix","Biomass:2.01;Fossil Brown coal/Lignite:21.31;Fossil Coal-derived gas:0.67;Fossil Gas:20.48;Fossil Hard coal:45.06;Fossil Oil:1.25;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.40;Solar:0.00;Wind Onshore:4.61;Other:3.75"
355500,"AS0","energy_mix","Biomass:2.02;Fossil Brown coal/Lignite:21.40;Fossil Coal-derived gas:0.66;Fossil Gas:20.38;Fossil Hard coal:45.03;Fossil Oil:1.26;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.40;Solar:0.00;Wind Onshore:4.59;Other:3.80"
356400,"AS0","energy_mix","Biomass:1.98;Fossil Brown coal/Lignite:21.05;Fossil Coal-derived gas:0.66;Fossil Gas:20.18;Fossil Hard coal:45.72;Fossil Oil:1.27;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.40;Solar:0.00;Wind Onshore:4.50;Other:3.78"
357300,"AS0","energy_mix","Biomass:2.03;Fossil Brown coal/Lignite:21.26;Fossil Coal-derived gas:0.66;Fossil Gas:19.87;Fossil Hard coal:45.74;Fossil Oil:1.27;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.41;Solar:0.00;Wind Onshore:4.50;Other:3.80"
358200,"AS0","energy_mix","Biomass:2.02;Fossil Brown coal/Lignite:21.35;Fossil Coal-derived gas:0.66;Fossil Gas:19.64;Fossil Hard coal:45.81;Fossil Oil:1.27;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.40;Solar:0.00;Wind Onshore:4.63;Other:3.76"
359100,"AS0","energy_mix","Biomass:2.05;Fossil Brown coal/Lignite:20.94;Fossil Coal-derived gas:0.66;Fossil Gas:19.53;Fossil Hard coal:46.22;Fossil Oil:1.28;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.40;Solar:0.00;Wind Onshore:4.69;Other:3.77"
360000,"AS0","energy_mix","Biomass:2.06;Fossil Brown coal/Lignite:21.29;Fossil Coal-derived gas:0.67;Fossil Gas:19.40;Fossil Hard coal:46.11;Fossil Oil:1.28;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.40;Solar:0.00;Wind Onshore:4.55;Other:3.78"
360900,"AS0","energy_mix","Biomass:2.05;Fossil Brown coal/Lignite:21.58;Fossil Coal-derived gas:0.68;Fossil Gas:19.29;Fossil Hard coal:46.17;Fossil Oil:1.28;Hydro Pumped Storage:0.00;Hydro Run-of-river and pondage:0.34;Hydro Water Reservoir:0.12;Other renewable:0.40;Solar:0.00;Wind Onshore:4.28;Other:3.81"
